user_id,event_type,timestamp
U0071,signup,2025-08-15T21:00:00Z
U0161,page_view,2025-08-21T14:00:00Z
U0437,page_view,2025-08-17T14:00:00Z
U0309,page_view,2025-08-01T18:00:00Z
U0003,add_to_cart,2025-08-03T14:00:00Z
U0291,page_view,2025-08-11T12:00:00Z
U0083,page_view,2025-08-27T20:00:00Z
U0333,page_view,2025-08-25T18:00:00Z
U0142,page_view,2025-08-02T19:00:00Z
U0163,page_view,2025-08-23T16:00:00Z
U0490,page_view,2025-08-14T19:00:00Z
U0029,signup,2025-08-01T15:00:00Z
U0367,page_view,2025-08-03T16:00:00Z
U0001,signup,2025-08-01T11:00:00Z
U0288,page_view,2025-08-08T21:00:00Z
U0014,page_view,2025-08-14T11:00:00Z
U0406,page_view,2025-08-14T19:00:00Z
U0002,signup,2025-08-02T12:00:00Z
U0007,purchase,2025-08-07T20:00:00Z
U0155,page_view,2025-08-15T20:00:00Z
U0445,page_view,2025-08-25T10:00:00Z
U0023,signup,2025-08-23T21:00:00Z
U0096,signup,2025-08-12T22:00:00Z
U0294,page_view,2025-08-14T15:00:00Z
U0383,page_view,2025-08-19T20:00:00Z
U0055,page_view,2025-08-27T16:00:00Z
U0126,signup,2025-08-14T16:00:00Z
U0054,page_view,2025-08-26T15:00:00Z
U0019,signup,2025-08-19T17:00:00Z
U0120,signup,2025-08-08T22:00:00Z
U0055,signup,2025-08-27T17:00:00Z
U0366,page_view,2025-08-02T15:00:00Z
U0063,signup,2025-08-07T13:00:00Z
U0104,signup,2025-08-20T18:00:00Z
U0352,page_view,2025-08-16T13:00:00Z
U0456,page_view,2025-08-08T21:00:00Z
U0409,page_view,2025-08-17T10:00:00Z
U0433,page_view,2025-08-13T10:00:00Z
U0416,page_view,2025-08-24T17:00:00Z
U0149,signup,2025-08-09T15:00:00Z
U0128,page_view,2025-08-16T17:00:00Z
U0395,page_view,2025-08-03T20:00:00Z
U0010,signup,2025-08-10T20:00:00Z
U0123,page_view,2025-08-11T12:00:00Z
U0032,add_to_cart,2025-08-04T19:00:00Z
U0011,page_view,2025-08-11T20:00:00Z
U0057,add_to_cart,2025-08-01T20:00:00Z
U0272,page_view,2025-08-20T17:00:00Z
U0048,add_to_cart,2025-08-20T23:00:00Z
U0483,page_view,2025-08-07T12:00:00Z
U0007,page_view,2025-08-07T16:00:00Z
U0047,add_to_cart,2025-08-19T22:00:00Z
U0097,signup,2025-08-13T11:00:00Z
U0068,signup,2025-08-12T18:00:00Z
U0127,page_view,2025-08-15T16:00:00Z
U0177,page_view,2025-08-09T18:00:00Z
U0015,purchase,2025-08-15T16:00:00Z
U0193,page_view,2025-08-25T10:00:00Z
U0314,page_view,2025-08-06T11:00:00Z
U0328,page_view,2025-08-20T13:00:00Z
U0075,signup,2025-08-19T13:00:00Z
U0404,page_view,2025-08-12T17:00:00Z
U0050,signup,2025-08-22T12:00:00Z
U0066,page_view,2025-08-10T15:00:00Z
U0492,page_view,2025-08-16T21:00:00Z
U0183,page_view,2025-08-15T12:00:00Z
U0386,page_view,2025-08-22T11:00:00Z
U0091,page_view,2025-08-07T16:00:00Z
U0393,page_view,2025-08-01T18:00:00Z
U0078,signup,2025-08-22T16:00:00Z
U0026,add_to_cart,2025-08-26T13:00:00Z
U0224,page_view,2025-08-28T17:00:00Z
U0263,page_view,2025-08-11T20:00:00Z
U0450,page_view,2025-08-02T15:00:00Z
U0012,page_view,2025-08-12T21:00:00Z
U0173,page_view,2025-08-05T14:00:00Z
U0462,page_view,2025-08-14T15:00:00Z
U0062,signup,2025-08-06T12:00:00Z
U0097,page_view,2025-08-13T10:00:00Z
U0009,signup,2025-08-09T19:00:00Z
U0282,page_view,2025-08-02T15:00:00Z
U0028,add_to_cart,2025-08-28T15:00:00Z
U0040,add_to_cart,2025-08-12T15:00:00Z
U0060,signup,2025-08-04T22:00:00Z
U0079,page_view,2025-08-23T16:00:00Z
U0039,signup,2025-08-11T13:00:00Z
U0001,purchase,2025-08-01T14:00:00Z
U0152,page_view,2025-08-12T17:00:00Z
U0125,signup,2025-08-13T15:00:00Z
U0357,page_view,2025-08-21T18:00:00Z
U0035,page_view,2025-08-07T20:00:00Z
U0101,signup,2025-08-17T15:00:00Z
U0425,page_view,2025-08-05T14:00:00Z
U0129,page_view,2025-08-17T18:00:00Z
U0014,signup,2025-08-14T12:00:00Z
U0320,page_view,2025-08-12T17:00:00Z
U0215,page_view,2025-08-19T20:00:00Z
U0033,add_to_cart,2025-08-05T20:00:00Z
U0146,signup,2025-08-06T12:00:00Z
U0110,page_view,2025-08-26T11:00:00Z
U0274,page_view,2025-08-22T19:00:00Z
U0099,signup,2025-08-15T13:00:00Z
U0295,page_view,2025-08-15T16:00:00Z
U0347,page_view,2025-08-11T20:00:00Z
U0091,signup,2025-08-07T17:00:00Z
U0009,add_to_cart,2025-08-09T20:00:00Z
U0002,page_view,2025-08-02T11:00:00Z
U0107,page_view,2025-08-23T20:00:00Z
U0342,page_view,2025-08-06T15:00:00Z
U0080,page_view,2025-08-24T17:00:00Z
U0059,add_to_cart,2025-08-03T22:00:00Z
U0117,page_view,2025-08-05T18:00:00Z
U0124,page_view,2025-08-12T13:00:00Z
U0296,page_view,2025-08-16T17:00:00Z
U0116,signup,2025-08-04T18:00:00Z
U0399,page_view,2025-08-07T12:00:00Z
U0061,signup,2025-08-05T11:00:00Z
U0138,signup,2025-08-26T16:00:00Z
U0035,add_to_cart,2025-08-07T22:00:00Z
U0023,purchase,2025-08-23T24:00:00Z
U0041,page_view,2025-08-13T14:00:00Z
U0051,signup,2025-08-23T13:00:00Z
U0345,page_view,2025-08-09T18:00:00Z
U0277,page_view,2025-08-25T10:00:00Z
U0090,signup,2025-08-06T16:00:00Z
U0378,page_view,2025-08-14T15:00:00Z
U0024,purchase,2025-08-24T25:00:00Z
U0457,page_view,2025-08-09T10:00:00Z
U0235,page_view,2025-08-11T16:00:00Z
