图片文件名,相对路径,中文名,分类,尺寸版本,备注
rd_env_fan_ventilation_set_128.png,assets/scenes/rd_env_fan_ventilation_set_128.png,旧版电扇与排风扇组合,环境件,128,背景适配版，已做 alpha bleed / 去白边
rd_env_fan_ventilation_set_512.png,assets/scenes/rd_env_fan_ventilation_set_512.png,旧版电扇与排风扇组合,环境件,512,背景适配版，已做 alpha bleed / 去白边
rd_env_fan_ventilation_set_64.png,assets/scenes/rd_env_fan_ventilation_set_64.png,旧版电扇与排风扇组合,环境件,64,背景适配版，已做 alpha bleed / 去白边
rd_env_lamp_emergency_light_pair.png,assets/scenes/rd_env_lamp_emergency_light_pair.png,吊灯与应急灯组合,环境件,canonical,背景适配版，已做 alpha bleed / 去白边
rd_env_lamp_emergency_light_pair_128.png,assets/scenes/rd_env_lamp_emergency_light_pair_128.png,吊灯与应急灯组合,环境件,128,背景适配版，已做 alpha bleed / 去白边
rd_env_lamp_emergency_light_pair_512.png,assets/scenes/rd_env_lamp_emergency_light_pair_512.png,吊灯与应急灯组合,环境件,512,背景适配版，已做 alpha bleed / 去白边
rd_env_lamp_emergency_light_pair_64.png,assets/scenes/rd_env_lamp_emergency_light_pair_64.png,吊灯与应急灯组合,环境件,64,背景适配版，已做 alpha bleed / 去白边
rd_env_metal_archive_shelf.png,assets/scenes/rd_env_metal_archive_shelf.png,金属档案架,环境件,canonical,背景适配版，已做 alpha bleed / 去白边
rd_env_metal_archive_shelf_128.png,assets/scenes/rd_env_metal_archive_shelf_128.png,金属档案架,环境件,128,背景适配版，已做 alpha bleed / 去白边
rd_env_metal_archive_shelf_512.png,assets/scenes/rd_env_metal_archive_shelf_512.png,金属档案架,环境件,512,背景适配版，已做 alpha bleed / 去白边
rd_env_metal_archive_shelf_64.png,assets/scenes/rd_env_metal_archive_shelf_64.png,金属档案架,环境件,64,背景适配版，已做 alpha bleed / 去白边
rd_env_mismatched_stools_set.png,assets/scenes/rd_env_mismatched_stools_set.png,杂乱凳子组,环境件,canonical,背景适配版，已做 alpha bleed / 去白边
rd_env_mismatched_stools_set_128.png,assets/scenes/rd_env_mismatched_stools_set_128.png,杂乱凳子组,环境件,128,背景适配版，已做 alpha bleed / 去白边
rd_env_mismatched_stools_set_512.png,assets/scenes/rd_env_mismatched_stools_set_512.png,杂乱凳子组,环境件,512,背景适配版，已做 alpha bleed / 去白边
rd_env_mismatched_stools_set_64.png,assets/scenes/rd_env_mismatched_stools_set_64.png,杂乱凳子组,环境件,64,背景适配版，已做 alpha bleed / 去白边
rd_env_stool_old_wood_round.png,assets/scenes/rd_env_stool_old_wood_round.png,旧木圆凳,环境件,canonical,背景适配版，已做 alpha bleed / 去白边
rd_env_stool_old_wood_round_128.png,assets/scenes/rd_env_stool_old_wood_round_128.png,旧木圆凳,环境件,128,背景适配版，已做 alpha bleed / 去白边
rd_env_stool_old_wood_round_512.png,assets/scenes/rd_env_stool_old_wood_round_512.png,旧木圆凳,环境件,512,背景适配版，已做 alpha bleed / 去白边
rd_env_stool_old_wood_round_64.png,assets/scenes/rd_env_stool_old_wood_round_64.png,旧木圆凳,环境件,64,背景适配版，已做 alpha bleed / 去白边
rd_env_stool_plastic_folding.png,assets/scenes/rd_env_stool_plastic_folding.png,塑料折叠凳,环境件,canonical,背景适配版，已做 alpha bleed / 去白边
rd_env_stool_plastic_folding_128.png,assets/scenes/rd_env_stool_plastic_folding_128.png,塑料折叠凳,环境件,128,背景适配版，已做 alpha bleed / 去白边
rd_env_stool_plastic_folding_512.png,assets/scenes/rd_env_stool_plastic_folding_512.png,塑料折叠凳,环境件,512,背景适配版，已做 alpha bleed / 去白边
rd_env_stool_plastic_folding_64.png,assets/scenes/rd_env_stool_plastic_folding_64.png,塑料折叠凳,环境件,64,背景适配版，已做 alpha bleed / 去白边
rd_env_stool_taxi_spare_folding.png,assets/scenes/rd_env_stool_taxi_spare_folding.png,司机备用折叠凳,环境件,canonical,背景适配版，已做 alpha bleed / 去白边
rd_env_stool_taxi_spare_folding_128.png,assets/scenes/rd_env_stool_taxi_spare_folding_128.png,司机备用折叠凳,环境件,128,背景适配版，已做 alpha bleed / 去白边
rd_env_stool_taxi_spare_folding_512.png,assets/scenes/rd_env_stool_taxi_spare_folding_512.png,司机备用折叠凳,环境件,512,背景适配版，已做 alpha bleed / 去白边
rd_env_stool_taxi_spare_folding_64.png,assets/scenes/rd_env_stool_taxi_spare_folding_64.png,司机备用折叠凳,环境件,64,背景适配版，已做 alpha bleed / 去白边
rd_env_storage_cabinet_stocked.png,assets/scenes/rd_env_storage_cabinet_stocked.png,储物柜,环境件,canonical,背景适配版，已做 alpha bleed / 去白边
rd_env_storage_cabinet_stocked_128.png,assets/scenes/rd_env_storage_cabinet_stocked_128.png,储物柜,环境件,128,背景适配版，已做 alpha bleed / 去白边
rd_env_storage_cabinet_stocked_512.png,assets/scenes/rd_env_storage_cabinet_stocked_512.png,储物柜,环境件,512,背景适配版，已做 alpha bleed / 去白边
rd_env_storage_cabinet_stocked_64.png,assets/scenes/rd_env_storage_cabinet_stocked_64.png,储物柜,环境件,64,背景适配版，已做 alpha bleed / 去白边
rd_env_table_fan_blades_rotor.png,assets/scenes/rd_env_table_fan_blades_rotor.png,旧版桌面风扇扇叶,环境件,canonical,背景适配版，已做 alpha bleed / 去白边
rd_env_table_fan_blades_rotor_128.png,assets/scenes/rd_env_table_fan_blades_rotor_128.png,旧版桌面风扇扇叶,环境件,128,背景适配版，已做 alpha bleed / 去白边
rd_env_table_fan_blades_rotor_512.png,assets/scenes/rd_env_table_fan_blades_rotor_512.png,旧版桌面风扇扇叶,环境件,512,背景适配版，已做 alpha bleed / 去白边
rd_env_table_fan_blades_rotor_64.png,assets/scenes/rd_env_table_fan_blades_rotor_64.png,旧版桌面风扇扇叶,环境件,64,背景适配版，已做 alpha bleed / 去白边
rd_env_table_fan_body_static.png,assets/scenes/rd_env_table_fan_body_static.png,旧版桌面风扇本体,环境件,canonical,背景适配版，已做 alpha bleed / 去白边
rd_env_table_fan_body_static_128.png,assets/scenes/rd_env_table_fan_body_static_128.png,旧版桌面风扇本体,环境件,128,背景适配版，已做 alpha bleed / 去白边
rd_env_table_fan_body_static_512.png,assets/scenes/rd_env_table_fan_body_static_512.png,旧版桌面风扇本体,环境件,512,背景适配版，已做 alpha bleed / 去白边
rd_env_table_fan_body_static_64.png,assets/scenes/rd_env_table_fan_body_static_64.png,旧版桌面风扇本体,环境件,64,背景适配版，已做 alpha bleed / 去白边
rd_env_table_fan_split_composite_check.png,assets/scenes/rd_env_table_fan_split_composite_check.png,env table fan split composite check,环境件,canonical,背景适配版，已做 alpha bleed / 去白边
rd_env_taped_window_sandstorm.png,assets/scenes/rd_env_taped_window_sandstorm.png,胶带封窗与沙暴外景,环境件,canonical,背景适配版，已做 alpha bleed / 去白边
rd_env_taped_window_sandstorm_128.png,assets/scenes/rd_env_taped_window_sandstorm_128.png,胶带封窗与沙暴外景,环境件,128,背景适配版，已做 alpha bleed / 去白边
rd_env_taped_window_sandstorm_512.png,assets/scenes/rd_env_taped_window_sandstorm_512.png,胶带封窗与沙暴外景,环境件,512,背景适配版，已做 alpha bleed / 去白边
rd_env_taped_window_sandstorm_64.png,assets/scenes/rd_env_taped_window_sandstorm_64.png,胶带封窗与沙暴外景,环境件,64,背景适配版，已做 alpha bleed / 去白边
rd_env_wall_exhaust_fan_blades_rotor.png,assets/scenes/rd_env_wall_exhaust_fan_blades_rotor.png,无罩墙面排气扇扇叶,环境件,canonical,背景适配版，已做 alpha bleed / 去白边
rd_env_wall_exhaust_fan_blades_rotor_128.png,assets/scenes/rd_env_wall_exhaust_fan_blades_rotor_128.png,无罩墙面排气扇扇叶,环境件,128,背景适配版，已做 alpha bleed / 去白边
rd_env_wall_exhaust_fan_blades_rotor_512.png,assets/scenes/rd_env_wall_exhaust_fan_blades_rotor_512.png,无罩墙面排气扇扇叶,环境件,512,背景适配版，已做 alpha bleed / 去白边
rd_env_wall_exhaust_fan_blades_rotor_64.png,assets/scenes/rd_env_wall_exhaust_fan_blades_rotor_64.png,无罩墙面排气扇扇叶,环境件,64,背景适配版，已做 alpha bleed / 去白边
rd_env_wall_exhaust_fan_body_static.png,assets/scenes/rd_env_wall_exhaust_fan_body_static.png,无罩墙面排气扇本体,环境件,canonical,背景适配版，已做 alpha bleed / 去白边
rd_env_wall_exhaust_fan_body_static_128.png,assets/scenes/rd_env_wall_exhaust_fan_body_static_128.png,无罩墙面排气扇本体,环境件,128,背景适配版，已做 alpha bleed / 去白边
rd_env_wall_exhaust_fan_body_static_512.png,assets/scenes/rd_env_wall_exhaust_fan_body_static_512.png,无罩墙面排气扇本体,环境件,512,背景适配版，已做 alpha bleed / 去白边
rd_env_wall_exhaust_fan_body_static_64.png,assets/scenes/rd_env_wall_exhaust_fan_body_static_64.png,无罩墙面排气扇本体,环境件,64,背景适配版，已做 alpha bleed / 去白边
rd_env_wall_exhaust_fan_split_composite_check.png,assets/scenes/rd_env_wall_exhaust_fan_split_composite_check.png,无罩排气扇合成检查图,环境件,canonical,背景适配版，已做 alpha bleed / 去白边
rd_env_wooden_crate_surface_empty.png,assets/scenes/rd_env_wooden_crate_surface_empty.png,可摆放物品的低矮木箱,环境件,canonical,背景适配版，已做 alpha bleed / 去白边
rd_env_wooden_crate_surface_empty_128.png,assets/scenes/rd_env_wooden_crate_surface_empty_128.png,可摆放物品的低矮木箱,环境件,128,背景适配版，已做 alpha bleed / 去白边
rd_env_wooden_crate_surface_empty_512.png,assets/scenes/rd_env_wooden_crate_surface_empty_512.png,可摆放物品的低矮木箱,环境件,512,背景适配版，已做 alpha bleed / 去白边
rd_env_wooden_crate_surface_empty_64.png,assets/scenes/rd_env_wooden_crate_surface_empty_64.png,可摆放物品的低矮木箱,环境件,64,背景适配版，已做 alpha bleed / 去白边
rd_scene_apt_main_day_idle.png,assets/scenes/rd_scene_apt_main_day_idle.png,scene apt main day idle,环境件,canonical,背景适配版，已做 alpha bleed / 去白边
rd_scene_apt_main_day_idle_1920.png,assets/scenes/rd_scene_apt_main_day_idle_1920.png,scene apt main day idle,环境件,1920,背景适配版，已做 alpha bleed / 去白边
rd_scene_apt_main_day_idle_480.png,assets/scenes/rd_scene_apt_main_day_idle_480.png,scene apt main day idle,环境件,480,背景适配版，已做 alpha bleed / 去白边
rd_scene_apt_main_day_idle_960.png,assets/scenes/rd_scene_apt_main_day_idle_960.png,scene apt main day idle,环境件,960,背景适配版，已做 alpha bleed / 去白边
rd_ui_aura_icon_compact.png,assets/ui/rd_ui_aura_icon_compact.png,AURA 小尺寸状态图标,UI,canonical,背景适配版，已做 alpha bleed / 去白边
rd_ui_aura_icon_compact_128.png,assets/ui/rd_ui_aura_icon_compact_128.png,AURA 小尺寸状态图标,UI,128,背景适配版，已做 alpha bleed / 去白边
rd_ui_aura_icon_compact_512.png,assets/ui/rd_ui_aura_icon_compact_512.png,AURA 小尺寸状态图标,UI,512,背景适配版，已做 alpha bleed / 去白边
rd_ui_aura_icon_compact_64.png,assets/ui/rd_ui_aura_icon_compact_64.png,AURA 小尺寸状态图标,UI,64,背景适配版，已做 alpha bleed / 去白边
rd_ui_aura_panel_active.png,assets/ui/rd_ui_aura_panel_active.png,AURA 推理面板,UI,canonical,背景适配版，已做 alpha bleed / 去白边
rd_ui_aura_panel_active_128.png,assets/ui/rd_ui_aura_panel_active_128.png,AURA 推理面板,UI,128,背景适配版，已做 alpha bleed / 去白边
rd_ui_aura_panel_active_512.png,assets/ui/rd_ui_aura_panel_active_512.png,AURA 推理面板,UI,512,背景适配版，已做 alpha bleed / 去白边
rd_ui_aura_panel_active_64.png,assets/ui/rd_ui_aura_panel_active_64.png,AURA 推理面板,UI,64,背景适配版，已做 alpha bleed / 去白边
rd_ui_diary_event_card_blank.png,assets/ui/rd_ui_diary_event_card_blank.png,日记事件卡空白版,UI,canonical,背景适配版，已做 alpha bleed / 去白边
rd_ui_diary_event_card_blank_128.png,assets/ui/rd_ui_diary_event_card_blank_128.png,日记事件卡空白版,UI,128,背景适配版，已做 alpha bleed / 去白边
rd_ui_diary_event_card_blank_512.png,assets/ui/rd_ui_diary_event_card_blank_512.png,日记事件卡空白版,UI,512,背景适配版，已做 alpha bleed / 去白边
rd_ui_diary_event_card_blank_64.png,assets/ui/rd_ui_diary_event_card_blank_64.png,日记事件卡空白版,UI,64,背景适配版，已做 alpha bleed / 去白边
rd_ui_diary_notebook_pen.png,assets/ui/rd_ui_diary_notebook_pen.png,日记本与笔,UI,canonical,背景适配版，已做 alpha bleed / 去白边
rd_ui_diary_notebook_pen_128.png,assets/ui/rd_ui_diary_notebook_pen_128.png,日记本与笔,UI,128,背景适配版，已做 alpha bleed / 去白边
rd_ui_diary_notebook_pen_512.png,assets/ui/rd_ui_diary_notebook_pen_512.png,日记本与笔,UI,512,背景适配版，已做 alpha bleed / 去白边
rd_ui_diary_notebook_pen_64.png,assets/ui/rd_ui_diary_notebook_pen_64.png,日记本与笔,UI,64,背景适配版，已做 alpha bleed / 去白边
rd_ui_prop_slot_available.png,assets/ui/rd_ui_prop_slot_available.png,可用道具槽,UI,canonical,背景适配版，已做 alpha bleed / 去白边
rd_ui_prop_slot_available_128.png,assets/ui/rd_ui_prop_slot_available_128.png,可用道具槽,UI,128,背景适配版，已做 alpha bleed / 去白边
rd_ui_prop_slot_available_512.png,assets/ui/rd_ui_prop_slot_available_512.png,可用道具槽,UI,512,背景适配版，已做 alpha bleed / 去白边
rd_ui_prop_slot_available_64.png,assets/ui/rd_ui_prop_slot_available_64.png,可用道具槽,UI,64,背景适配版，已做 alpha bleed / 去白边
rd_ui_prop_slot_unavailable.png,assets/ui/rd_ui_prop_slot_unavailable.png,不可用道具槽,UI,canonical,背景适配版，已做 alpha bleed / 去白边
rd_ui_prop_slot_unavailable_128.png,assets/ui/rd_ui_prop_slot_unavailable_128.png,不可用道具槽,UI,128,背景适配版，已做 alpha bleed / 去白边
rd_ui_prop_slot_unavailable_512.png,assets/ui/rd_ui_prop_slot_unavailable_512.png,不可用道具槽,UI,512,背景适配版，已做 alpha bleed / 去白边
rd_ui_prop_slot_unavailable_64.png,assets/ui/rd_ui_prop_slot_unavailable_64.png,不可用道具槽,UI,64,背景适配版，已做 alpha bleed / 去白边
rd_ui_status_hunger.png,assets/ui/rd_ui_status_hunger.png,饥饿状态图标,UI,canonical,背景适配版，已做 alpha bleed / 去白边
rd_ui_status_hunger_128.png,assets/ui/rd_ui_status_hunger_128.png,饥饿状态图标,UI,128,背景适配版，已做 alpha bleed / 去白边
rd_ui_status_hunger_512.png,assets/ui/rd_ui_status_hunger_512.png,饥饿状态图标,UI,512,背景适配版，已做 alpha bleed / 去白边
rd_ui_status_hunger_64.png,assets/ui/rd_ui_status_hunger_64.png,饥饿状态图标,UI,64,背景适配版，已做 alpha bleed / 去白边
rd_ui_status_injured.png,assets/ui/rd_ui_status_injured.png,受伤状态图标,UI,canonical,背景适配版，已做 alpha bleed / 去白边
rd_ui_status_injured_128.png,assets/ui/rd_ui_status_injured_128.png,受伤状态图标,UI,128,背景适配版，已做 alpha bleed / 去白边
rd_ui_status_injured_512.png,assets/ui/rd_ui_status_injured_512.png,受伤状态图标,UI,512,背景适配版，已做 alpha bleed / 去白边
rd_ui_status_injured_64.png,assets/ui/rd_ui_status_injured_64.png,受伤状态图标,UI,64,背景适配版，已做 alpha bleed / 去白边
rd_ui_status_sanity_panic.png,assets/ui/rd_ui_status_sanity_panic.png,精神恐慌状态图标,UI,canonical,背景适配版，已做 alpha bleed / 去白边
rd_ui_status_sanity_panic_128.png,assets/ui/rd_ui_status_sanity_panic_128.png,精神恐慌状态图标,UI,128,背景适配版，已做 alpha bleed / 去白边
rd_ui_status_sanity_panic_512.png,assets/ui/rd_ui_status_sanity_panic_512.png,精神恐慌状态图标,UI,512,背景适配版，已做 alpha bleed / 去白边
rd_ui_status_sanity_panic_64.png,assets/ui/rd_ui_status_sanity_panic_64.png,精神恐慌状态图标,UI,64,背景适配版，已做 alpha bleed / 去白边
rd_ui_status_scavenging_outside.png,assets/ui/rd_ui_status_scavenging_outside.png,外出拾荒状态图标,UI,canonical,背景适配版，已做 alpha bleed / 去白边
rd_ui_status_scavenging_outside_128.png,assets/ui/rd_ui_status_scavenging_outside_128.png,外出拾荒状态图标,UI,128,背景适配版，已做 alpha bleed / 去白边
rd_ui_status_scavenging_outside_512.png,assets/ui/rd_ui_status_scavenging_outside_512.png,外出拾荒状态图标,UI,512,背景适配版，已做 alpha bleed / 去白边
rd_ui_status_scavenging_outside_64.png,assets/ui/rd_ui_status_scavenging_outside_64.png,外出拾荒状态图标,UI,64,背景适配版，已做 alpha bleed / 去白边
rd_ui_status_sick.png,assets/ui/rd_ui_status_sick.png,生病状态图标,UI,canonical,背景适配版，已做 alpha bleed / 去白边
rd_ui_status_sick_128.png,assets/ui/rd_ui_status_sick_128.png,生病状态图标,UI,128,背景适配版，已做 alpha bleed / 去白边
rd_ui_status_sick_512.png,assets/ui/rd_ui_status_sick_512.png,生病状态图标,UI,512,背景适配版，已做 alpha bleed / 去白边
rd_ui_status_sick_64.png,assets/ui/rd_ui_status_sick_64.png,生病状态图标,UI,64,背景适配版，已做 alpha bleed / 去白边
rd_ui_status_thirst.png,assets/ui/rd_ui_status_thirst.png,口渴状态图标,UI,canonical,背景适配版，已做 alpha bleed / 去白边
rd_ui_status_thirst_128.png,assets/ui/rd_ui_status_thirst_128.png,口渴状态图标,UI,128,背景适配版，已做 alpha bleed / 去白边
rd_ui_status_thirst_512.png,assets/ui/rd_ui_status_thirst_512.png,口渴状态图标,UI,512,背景适配版，已做 alpha bleed / 去白边
rd_ui_status_thirst_64.png,assets/ui/rd_ui_status_thirst_64.png,口渴状态图标,UI,64,背景适配版，已做 alpha bleed / 去白边
